Variable.Name,sample_vardesc,sample_tablename,epcf,n,category,subcategory
DRXTMOIS,Moisture (gm),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTNIAC,Niacin (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTNUMF,Total number of foods reported in the individual foods file,Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTP182,PFA 18:2 (Octadecadienoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTP183,PFA 18:3 (Octadecatrienoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTP184,PFA 18:4 (Octadecatetraenoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTP204,PFA 20:4 (Eicosatetraenoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTP205,PFA 20:5 (Eicosapentaenoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTP225,PFA 22:5 (Docosapentaenoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTP226,PFA 22:6 (Docosahexaenoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTPFAT,Total polyunsaturated fatty acids (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTPHOS,Phosphorus (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTPOTA,Potassium (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTPROT,Protein (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTRET,Retinol (mcg),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTS040,SFA 4:0 (Butanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTS060,SFA 6:0 (Hexanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTS080,SFA 8:0 (Octanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTS100,SFA 10:0 (Decanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTS120,SFA 12:0 (Dodecanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTS140,SFA 14:0 (Tetradecanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTS160,SFA 16:0 (Hexadecanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTS180,SFA 18:0 (Octadecanoic) (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTSELE,Selenium (mcg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTSFAT,Total saturated fatty acids (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTSUGR,Total sugars (gm),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTTFAT,Total fat (gm),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTTHEO,Theobromine (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTVAIU,Vitamin A (IU),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTVARA,Vitamin A as retinol activity equivalents (mcg),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTVARE,Vitamin A (RE),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTVB1,Thiamin (Vitamin B1) (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTVB12,Vitamin B12 (mcg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTVB2,Riboflavin (Vitamin B2) (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTVB6,Vitamin B6 (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTVC,Vitamin C (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DRXTVE,Vitamin E (Alpha-Tocopherol Equivalents) (mg),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTVK,Vitamin K (mcg),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTWATE,Moisture (gm),Dietary Interview - Total Nutrient Intakes,e,1,nutrients,dietary interview
DRXTZINC,Zinc (mg),Dietary Interview - Total Nutrient Intakes,e,2,nutrients,dietary interview
DS1AN,Any Antacids Taken?,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1ANCNT,Number of Antacids Reported,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1DS,Any Dietary Supplements taken in the past 24 hour?,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1DSCNT,Number of dietary supplements reported,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TCAFF,Caffeine (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TCALC,Calcium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TCARB,Carbohydrate (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TCHL,Total choline (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TCHOL,Cholesterol (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TCOPP,Copper (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TFA,Folic acid (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TFDFE,"Folate, DFE (mcg)","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TFIBE,Dietary fiber (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TIODI,Iodine (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,4,nutrients,supplements
DS1TIRON,Iron (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TKCAL,Energy (kcal),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TLYCO,Lycopene (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TLZ,Lutein + zeaxanthin (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TMAGN,Magnesium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TMFAT,Total monounsaturated fatty acids (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TNIAC,Niacin (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TPFAT,Total polyunsaturated fatty acids (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TPHOS,Phosphorus (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TPOTA,Potassium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TPROT,Protein (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TSELE,Selenium (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TSFAT,Total saturated fatty acids (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TSODI,Sodium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TSUGR,Total sugars (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TTFAT,Total fat (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TVB1,Thiamin (Vitamin B1) (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TVB12,Vitamin B12 (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TVB2,Riboflavin (Vitamin B2) (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TVB6,Vitamin B6 (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TVC,Vitamin C (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TVD,Vitamin D (D2 + D3) (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TVK,Vitamin K (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS1TZINC,Zinc (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",e,6,nutrients,supplements
DS2AN,Any Antacids Taken?,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2ANCNT,Number of Antacids Reported,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2DS,Any Dietary Supplements taken in the past 24 hour?,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2DSCNT,Number of dietary supplements reported,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TCAFF,Caffeine (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TCALC,Calcium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TCARB,Carbohydrate (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TCHL,Total choline (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TCHOL,Cholesterol (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TCOPP,Copper (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TFA,Folic acid (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TFDFE,"Folate, DFE (mcg)","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TFIBE,Dietary fiber (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TIODI,Iodine (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,4,nutrients,supplements
DS2TIRON,Iron (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TKCAL,Energy (kcal),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TLYCO,Lycopene (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TLZ,Lutein + zeaxanthin (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TMAGN,Magnesium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TMFAT,Total monounsaturated fatty acids (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TNIAC,Niacin (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TPFAT,Total polyunsaturated fatty acids (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TPHOS,Phosphorus (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TPOTA,Potassium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TPROT,Protein (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TSELE,Selenium (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TSFAT,Total saturated fatty acids (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TSODI,Sodium (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TSUGR,Total sugars (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TTFAT,Total fat (gm),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TVB1,Thiamin (Vitamin B1) (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TVB12,Vitamin B12 (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TVB2,Riboflavin (Vitamin B2) (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TVB6,Vitamin B6 (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TVC,Vitamin C (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TVD,Vitamin D (D2 + D3) (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TVK,Vitamin K (mcg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DS2TZINC,Zinc (mg),"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",e,6,nutrients,supplements
DSD010,The next questions are about {your/SP's} use of dietary supplements and med,Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSD010AN,,Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSDANCNT,Includes all antacids reported with medications.,Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSDCOUNT,"Includes all supplements and the antacids reported with supplements, but no",Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSQTCAFF,Caffeine (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSQTCALC,Calcium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSQTCARB,Carbohydrate (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSQTCHL,Total choline (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSQTCHOL,Cholesterol (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSQTCOPP,Copper (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
DSQTFA,Folic acid (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,e,6,nutrients,supplements
