Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,series,epcf,varname,category,subcategory
LBDTRSI,Triglyceride (mmol/L),TRIGLY_H,Cholesterol - LDL & Triglycerides,2013,2014,Laboratory,None,H,p,LBDTRSI,biochemistry,lipids
LBXTR,Triglyceride (mg/dL),TRIGLY_H,Cholesterol - LDL & Triglycerides,2013,2014,Laboratory,None,H,p,LBXTR,biochemistry,lipids
SEQN,Respondent sequence number,TRIGLY_H,Cholesterol - LDL & Triglycerides,2013,2014,Laboratory,None,H,NA,SEQN,NA,NA
WTSAF2YR,Fasting Subsample 2 Year MEC Weight,TRIGLY_H,Cholesterol - LDL & Triglycerides,2013,2014,Laboratory,None,H,p,WTSAF2YR,biochemistry,metabolic
LBDLDL,LDL-cholesterol (mg/dL),TRIGLY_I,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides,2015,2016,Laboratory,None,I,p,LBDLDL,biochemistry,lipids
LBDLDLSI,LDL-cholesterol (mmol/L),TRIGLY_I,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides,2015,2016,Laboratory,None,I,p,LBDLDLSI,biochemistry,lipids
LBDTRSI,Triglyceride (mmol/L),TRIGLY_I,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides,2015,2016,Laboratory,None,I,p,LBDTRSI,biochemistry,lipids
LBXTR,Triglyceride (mg/dL),TRIGLY_I,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides,2015,2016,Laboratory,None,I,p,LBXTR,biochemistry,lipids
SEQN,Respondent sequence number,TRIGLY_I,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides,2015,2016,Laboratory,None,I,NA,SEQN,NA,NA
WTSAF2YR,Fasting Subsample 2 Year MEC Weight,TRIGLY_I,Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides,2015,2016,Laboratory,None,I,p,WTSAF2YR,biochemistry,metabolic
LBDLDL,"LDL-Cholesterol, Friedewald equation (mg/dL).

LBDLDL = (LBXTC-(LBDHDD +",TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBDLDL,biochemistry,lipids
LBDLDLM,"LDL-Cholesterol, Martin-Hopkins equation (mg/dL).

LBDLDLM = (LBXTC-(LBDH",TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBDLDLM,biochemistry,lipids
LBDLDLN,"LBDLDLN = 
 (LBXTC/0.948  – LBDHDD/0.971 – (LBXTR/8.56 + (LBXTR * (LBXTC –",TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBDLDLN,biochemistry,lipids
LBDLDLSI,"LDL-Cholesterol, Friedewald equation (mmol/L)",TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBDLDLSI,biochemistry,lipids
LBDLDMSI,"LDL-Cholesterol, Martin-Hopkins equation (mmol/L)",TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBDLDMSI,biochemistry,lipids
LBDLDNSI,"LDL-Cholesterol, NIH equation 2 (mmol/L)",TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBDLDNSI,biochemistry,lipids
LBDTRSI,Triglyceride (mmol/L),TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBDTRSI,biochemistry,lipids
LBXTR,Triglyceride (mg/dL),TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,LBXTR,biochemistry,lipids
SEQN,Respondent sequence number,TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,NA,SEQN,NA,NA
WTSAF2YR,Fasting Subsample 2 Year MEC Weight,TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,2017,2018,Laboratory,None,J,p,WTSAF2YR,biochemistry,metabolic
SEQN,Respondent sequence number.,TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,NA,SEQN,NA,NA
URDNABLC,N'-Nitrosanabasine (NAB) Comment Code,TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URDNABLC,smoking,smoking biomarker
URDNALLC,Urinary 4-(Methylnitrosamino)-1-(3-pyridyl)-1-Butanol (NNAL) Comment Code,TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URDNALLC,smoking,smoking biomarker
URDNATLC,N'-Nitrosanatabine (NAT) Comment Code,TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URDNATLC,smoking,smoking biomarker
URDNNNLC,N'-Nitrosonornicotine (NNN) Comment Code,TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URDNNNLC,smoking,smoking biomarker
URXNAB,"N'-Nitrosanabasine (NAB), urine (ng/mL)",TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URXNAB,smoking,smoking biomarker
URXNAL,Urinary 4-(Methylnitrosamino)-1-(3-pyridyl)-1-Butanol (NNAL) (ng/mL),TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URXNAL,smoking,smoking biomarker
URXNAT,"N'-Nitrosanatabine (NAT), urine (ng/mL)",TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URXNAT,smoking,smoking biomarker
URXNNN,"N'-Nitrosonornicotine (NNN), urine (ng/mL)",TSNA_H,Tobacco-specific Nitrosamines (TSNAs) - Urine,2013,2014,Laboratory,None,H,e,URXNNN,smoking,smoking biomarker
LBXTST,Testosterone total (ng/dL),TST_G,Total Testosterone,2011,2012,Laboratory,None,G,p,LBXTST,biochemistry,hormone
SEQN,Respondent sequence number,TST_G,Total Testosterone,2011,2012,Laboratory,None,G,NA,SEQN,NA,NA
LBDESTLC,Estradiol Comment Code,TST_H,Sex Steroid Hormone - Serum,2013,2014,Laboratory,None,H,p,LBDESTLC,biochemistry,hormone
LBDSHGLC,SHBG Comment Code,TST_H,Sex Steroid Hormone - Serum,2013,2014,Laboratory,None,H,p,LBDSHGLC,biochemistry,hormone
LBDTSTLC,Testosterone comment code,TST_H,Sex Steroid Hormone - Serum,2013,2014,Laboratory,None,H,p,LBDTSTLC,biochemistry,hormone
LBXEST,Estradiol (pg/mL),TST_H,Sex Steroid Hormone - Serum,2013,2014,Laboratory,None,H,p,LBXEST,biochemistry,hormone
LBXSHBG,"Sex Hormone Binding Globulin (SHBG, nmol/L)",TST_H,Sex Steroid Hormone - Serum,2013,2014,Laboratory,None,H,p,LBXSHBG,biochemistry,hormone
LBXTST,"Testosterone, total (ng/dL)",TST_H,Sex Steroid Hormone - Serum,2013,2014,Laboratory,None,H,p,LBXTST,biochemistry,hormone
SEQN,Respondent sequence number.,TST_H,Sex Steroid Hormone - Serum,2013,2014,Laboratory,None,H,NA,SEQN,NA,NA
LBDESTLC,Estradiol Comment Code,TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,I,p,LBDESTLC,biochemistry,hormone
LBDSHGLC,SHBG Comment Code,TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,I,p,LBDSHGLC,biochemistry,hormone
LBDTSTLC,Testosterone comment code,TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,I,p,LBDTSTLC,biochemistry,hormone
LBXEST,Estradiol (pg/mL),TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,I,p,LBXEST,biochemistry,hormone
LBXSHBG,"Sex Hormone Binding Globulin (SHBG, nmol/L)",TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,I,p,LBXSHBG,biochemistry,hormone
LBXTST,"Testosterone, total (ng/dL)",TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,I,p,LBXTST,biochemistry,hormone
SEQN,Respondent sequence number.,TST_I,Sex Steroid Hormone - Serum,2015,2016,Laboratory,None,I,NA,SEQN,NA,NA
SEQN,Respondent sequence number.,UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,NA,SEQN,NA,NA
URD4DALC,"2,4-Diaminotoluene (4TDA) Comment Code",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URD4DALC,pollutant,amine
URD4MALC,"4,4'-Diaminodiphenylmethane (4MDA) Comment Code",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URD4MALC,pollutant,amine
URD5NALC,"1,5-Diaminonaphthalene (5NDA) Comment Code",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URD5NALC,pollutant,amine
URD6DALC,"2,6-Diaminotoluene (6TDA) Comment Code",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URD6DALC,pollutant,amine
URDPDALC,p-Phenylenediamine (PPDA) Comment Code,UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URDPDALC,pollutant,amine
URX4MDA,"4,4'-Diaminodiphenylmethane (4MDA) (ng/mL)",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URX4MDA,pollutant,amine
URX4TDA,"2,4-Diaminotoluene (4TDA) (ng/mL)",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URX4TDA,pollutant,amine
URX5NDA,"1,5-Diaminonaphthalene (5NDA) (ng/mL)",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URX5NDA,pollutant,amine
URX6TDA,"2,6-Diaminotoluene (6TDA) (ng/mL)",UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URX6TDA,pollutant,amine
URXPPDA,p-Phenylenediamine (PPDA) (ng/mL),UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,URXPPDA,pollutant,amine
WTSA2YR,Subsample A Weights,UADM_I,Aromatic Diamines - Urine,2015,2016,Laboratory,None,I,e,WTSA2YR,pollutant,amine
SEQN,Respondent sequence number.,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,NA,SEQN,NA,NA
URDAAZLC,Atrazine comment code,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URDAAZLC,pollutant,atrazine
URDATZLC,Atrazine mercapturate comment code,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URDATZLC,pollutant,priority pesticide
URDDCZLC,Diaminochloroatrazine comment code,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URDDCZLC,pollutant,atrazine
URDDTZLC,Desethyl atrazine comment code,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URDDTZLC,pollutant,atrazine
URDSIMLC,SISM comment code,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URDSIMLC,pollutant,atrazine
URDSISLC,Desisopropyl atrazine comment code,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URDSISLC,pollutant,atrazine
URXAAZ,Atrazine result (ug/L),UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URXAAZ,pollutant,atrazine
URXATZ,Atrazine mercapturate (ug/L) result,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URXATZ,pollutant,priority pesticide
URXDCZ,Diaminochloroatrazine result (ug/L),UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URXDCZ,pollutant,atrazine
URXDTZ,Desethyl atrazine result (ug/L),UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URXDTZ,pollutant,atrazine
URXSIS,Desisopropyl atrazine result (ug/L),UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URXSIS,pollutant,atrazine
URXSISM,Desisopropyl atrazine mercapturate (ug/L),UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,URXSISM,pollutant,atrazine
URXUCR,"Creatinine, urine (mg/dL)",UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,p,URXUCR,biochemistry,kidney
WTSC2YR,Environmental C Weights,UAM_E,Atrazine and Metabolites,2007,2008,Laboratory,None,E,e,WTSC2YR,nutrients,dietary biomarker
SEQN,Respondent sequence number.,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,NA,SEQN,NA,NA
URDUA3LC,Urinary Arsenous acid comment code,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUA3LC,pollutant,heavy metals
URDUA5LC,Urinary Arsenic acid comment code,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUA5LC,pollutant,heavy metals
URDUABLC,Urinary Arsenobetaine comment code,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUABLC,pollutant,heavy metals
URDUACLC,Urinary Arsenocholine comment code,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUACLC,pollutant,heavy metals
URDUASLC,Urinary Arsenic comment code,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUASLC,pollutant,heavy metals
URDUDALC,Urinary Dimethylarsinic acid comment,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUDALC,pollutant,heavy metals
URDUMMAL,Urinary Monomethylarsonic acid comment,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUMMAL,pollutant,heavy metals
URDUTMLC,Urinary Trimethylarsine Oxide comment,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URDUTMLC,pollutant,heavy metals
URXUAB,Urinary Arsenobetaine (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUAB,pollutant,heavy metals
URXUAC,Urinary Arsenocholine (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUAC,pollutant,heavy metals
URXUAS,Urinary total arsenic (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUAS,pollutant,heavy metals
URXUAS3,Urinary arsenous acid (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUAS3,pollutant,heavy metals
URXUAS5,Urinary Arsenic acid (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUAS5,pollutant,heavy metals
URXUCR,"Creatinine, urine (mg/dL)",UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,p,URXUCR,biochemistry,kidney
URXUDMA,Urinary Dimethylarsinic acid (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUDMA,pollutant,heavy metals
URXUMMA,Urinary Monomethylarsonic acid (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUMMA,pollutant,heavy metals
URXUTM,Urinary Trimethylarsine Oxide (ug/L),UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,URXUTM,pollutant,heavy metals
WTSA2YR,Environmental A two year weights,UAS_D,Arsenics - Total & Speciated - Urine,2005,2006,Laboratory,None,D,e,WTSA2YR,pollutant,amine
SEQN,Respondent sequence number.,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,NA,SEQN,NA,NA
URDUA3LC,Urinary Arsenous acid comment code,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUA3LC,pollutant,heavy metals
URDUA5LC,Urinary Arsenic acid comment code,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUA5LC,pollutant,heavy metals
URDUABLC,Urinary Arsenobetaine comment code,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUABLC,pollutant,heavy metals
URDUACLC,Urinary Arsenocholine comment code,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUACLC,pollutant,heavy metals
URDUASLC,Urinary Arsenic comment code,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUASLC,pollutant,heavy metals
URDUDALC,Urinary Dimethylarsinic acid comment,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUDALC,pollutant,heavy metals
URDUMMAL,Urinary Monomethylarsonic acid comment,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUMMAL,pollutant,heavy metals
URDUTMLC,Urinary Trimethylarsine Oxide comment,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URDUTMLC,pollutant,heavy metals
URXUAB,Urinary Arsenobetaine (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUAB,pollutant,heavy metals
URXUAC,Urinary Arsenocholine (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUAC,pollutant,heavy metals
URXUAS,Urinary total arsenic (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUAS,pollutant,heavy metals
URXUAS3,Urinary Arsenous acid (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUAS3,pollutant,heavy metals
URXUAS5,Urinary Arsenic acid (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUAS5,pollutant,heavy metals
URXUCR,Urinary creatinine (mg/dL),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,p,URXUCR,biochemistry,kidney
URXUDMA,Urinary Dimethylarsinic acid (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUDMA,pollutant,heavy metals
URXUMMA,Urinary Monomethylarsonic acid (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUMMA,pollutant,heavy metals
URXUTM,Urinary Trimethylarsine Oxide (ug/L),UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,URXUTM,pollutant,heavy metals
WTSA2YR,Environmental A two year weights,UAS_E,Arsenics - Total & Speciated - Urine,2007,2008,Laboratory,None,E,e,WTSA2YR,pollutant,amine
SEQN,Respondent sequence number.,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,NA,SEQN,NA,NA
URDUA3LC,Urinary Arsenous acid comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUA3LC,pollutant,heavy metals
URDUA5LC,Urinary Arsenic acid comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUA5LC,pollutant,heavy metals
URDUABLC,Urinary Arsenobetaine comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUABLC,pollutant,heavy metals
URDUACLC,Urinary Arsenocholine comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUACLC,pollutant,heavy metals
URDUASLC,Urinary Arsenic comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUASLC,pollutant,heavy metals
URDUDALC,Urinary Dimethylarsinic acid comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUDALC,pollutant,heavy metals
URDUMMAL,Urinary Monomethylarsonic acid comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUMMAL,pollutant,heavy metals
URDUTMLC,Urinary Trimethylarsine Oxide comment code,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URDUTMLC,pollutant,heavy metals
URXUAB,Urinary Arsenobetaine (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUAB,pollutant,heavy metals
URXUAC,Urinary Arsenocholine (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUAC,pollutant,heavy metals
URXUAS,Urinary total arsenic (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUAS,pollutant,heavy metals
URXUAS3,Urinary Arsenous acid (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUAS3,pollutant,heavy metals
URXUAS5,Urinary Arsenic acid (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUAS5,pollutant,heavy metals
URXUCR,Urinary creatinine (mg/dL),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,p,URXUCR,biochemistry,kidney
URXUDMA,Urinary Dimethylarsinic acid (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUDMA,pollutant,heavy metals
URXUMMA,Urinary Monomethylarsonic acid (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUMMA,pollutant,heavy metals
URXUTM,Urinary Trimethylarsine Oxide (ug/L),UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,URXUTM,pollutant,heavy metals
WTSA2YR,Environmental A two year weights,UAS_F,Arsenics - Total & Speciated - Urine,2009,2010,Laboratory,None,F,e,WTSA2YR,pollutant,amine
SEQN,Respondent sequence number.,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,NA,SEQN,NA,NA
URDUA3LC,Urinary Arsenous acid comment code,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUA3LC,pollutant,heavy metals
URDUA5LC,Urinary Arsenic acid comment code,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUA5LC,pollutant,heavy metals
URDUABLC,Urinary Arsenobetaine comment code,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUABLC,pollutant,heavy metals
URDUACLC,Urinary Arsenocholine comment code,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUACLC,pollutant,heavy metals
URDUASLC,"Urinary arsenic, total comment code",UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUASLC,pollutant,heavy metals
URDUDALC,Urinary Dimethylarsinic acid comment code,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUDALC,pollutant,heavy metals
URDUMMAL,Urinary Monomethylarsonic acid comment code,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUMMAL,pollutant,heavy metals
URDUTMLC,Urinary Trimethylarsine Oxide comment code,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URDUTMLC,pollutant,heavy metals
URXUAB,Urinary Arsenobetaine (ug/L),UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUAB,pollutant,heavy metals
URXUAC,Urinary Arsenocholine (ug/L),UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUAC,pollutant,heavy metals
URXUAS,"Urinary arsenic, total (ug/L)",UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUAS,pollutant,heavy metals
URXUAS3,Urinary Arsenous acid (ug/L),UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUAS3,pollutant,heavy metals
URXUAS5,Urinary Arsenic acid (ug/L),UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUAS5,pollutant,heavy metals
URXUCR,"Creatinine, urine (mg/dL)",UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,p,URXUCR,biochemistry,kidney
URXUDMA,Urinary Dimethylarsinic acid (ug/L),UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUDMA,pollutant,heavy metals
URXUMMA,Urinary Monomethylarsonic acid (ug/L),UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUMMA,pollutant,heavy metals
URXUTM,Urinary Trimethylarsine Oxide (ug/L),UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,URXUTM,pollutant,heavy metals
WTSA2YR,Subsample A weights,UAS_G,Arsenics - Total & Speciated - Urine,2011,2012,Laboratory,None,G,e,WTSA2YR,pollutant,amine
SEQN,Respondent sequence number.,UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,NA,SEQN,NA,NA
URDUA3LC,Urinary Arsenous acid comment code,UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URDUA3LC,pollutant,heavy metals
URDUA5LC,Urinary Arsenic acid comment code,UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URDUA5LC,pollutant,heavy metals
URDUABLC,Urinary Arsenobetaine comment code,UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URDUABLC,pollutant,heavy metals
URDUACLC,Urinary Arsenocholine comment code,UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URDUACLC,pollutant,heavy metals
URDUDALC,Urinary Dimethylarsinic acid comment code,UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URDUDALC,pollutant,heavy metals
URDUMMAL,Urinary Monomethylarsonic acid comment code,UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URDUMMAL,pollutant,heavy metals
URXUAB,Urinary Arsenobetaine (ug/L),UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URXUAB,pollutant,heavy metals
URXUAC,Urinary Arsenocholine (ug/L),UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URXUAC,pollutant,heavy metals
URXUAS3,Urinary Arsenous acid (ug/L),UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URXUAS3,pollutant,heavy metals
URXUAS5,Urinary Arsenic acid (ug/L),UAS_H,Arsenics - Speciated - Urine,2013,2014,Laboratory,None,H,e,URXUAS5,pollutant,heavy metals
