Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,n,select
WTMREP37,MEC Exam Weight Jack Knife Replicate 37,DEMO,Demographic Variables & Sample Weights,1,
WTMREP38,MEC Exam Weight Jack Knife Replicate 38,DEMO,Demographic Variables & Sample Weights,1,
WTMREP39,MEC Exam Weight Jack Knife Replicate 39,DEMO,Demographic Variables & Sample Weights,1,
WTMREP40,MEC Exam Weight Jack Knife Replicate 40,DEMO,Demographic Variables & Sample Weights,1,
WTMREP41,MEC Exam Weight Jack Knife Replicate 41,DEMO,Demographic Variables & Sample Weights,1,
WTMREP42,MEC Exam Weight Jack Knife Replicate 42,DEMO,Demographic Variables & Sample Weights,1,
WTMREP43,MEC Exam Weight Jack Knife Replicate 43,DEMO,Demographic Variables & Sample Weights,1,
WTMREP44,MEC Exam Weight Jack Knife Replicate 44,DEMO,Demographic Variables & Sample Weights,1,
WTMREP45,MEC Exam Weight Jack Knife Replicate 45,DEMO,Demographic Variables & Sample Weights,1,
WTMREP46,MEC Exam Weight Jack Knife Replicate 46,DEMO,Demographic Variables & Sample Weights,1,
WTMREP47,MEC Exam Weight Jack Knife Replicate 47,DEMO,Demographic Variables & Sample Weights,1,
WTMREP48,MEC Exam Weight Jack Knife Replicate 48,DEMO,Demographic Variables & Sample Weights,1,
WTMREP49,MEC Exam Weight Jack Knife Replicate 49,DEMO,Demographic Variables & Sample Weights,1,
WTMREP50,MEC Exam Weight Jack Knife Replicate 50,DEMO,Demographic Variables & Sample Weights,1,
WTMREP51,MEC Exam Weight Jack Knife Replicate 51,DEMO,Demographic Variables & Sample Weights,1,
WTMREP52,MEC Exam Weight Jack Knife Replicate 52,DEMO,Demographic Variables & Sample Weights,1,
FIAINTRP,Was an interpreter used to conduct the Family interview?,DEMO_C,Demographic Variables & Sample Weights,8,
FIALANG,Language of the Family Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,8,
FIAPROXY,Was a Proxy respondent used in conducting the Family Interview?,DEMO_C,Demographic Variables & Sample Weights,8,
MIAINTRP,Was an interpreter used to conduct the MEC CAPI interview?,DEMO_C,Demographic Variables & Sample Weights,8,
MIALANG,Language of the CAPI MEC Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,8,
MIAPROXY,Was a Proxy respondent used in conducting the MEC CAPI Interview?,DEMO_C,Demographic Variables & Sample Weights,8,
SIAINTRP,Was an interpreter used to conduct the Sample Person (SP) interview?,DEMO_C,Demographic Variables & Sample Weights,8,
SIALANG,Language of the Sample Person Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,8,
SIAPROXY,Was a Proxy respondent used in conducting the Sample Person (SP) interview?,DEMO_C,Demographic Variables & Sample Weights,8,
AIALANG,Language of the MEC ACASI Interview Instrument,DEMO_C,Demographic Variables & Sample Weights,4,
DMDFMSIZ,Total number of people in the Family,DEMO_D,Demographic Variables & Sample Weights,7,
INDFMIN2,Total family income (reported as a range value in dollars),DEMO_E,Demographic Variables & Sample Weights,6,
INDHHIN2,Total household income (reported as a range value in dollars),DEMO_E,Demographic Variables & Sample Weights,6,
DMDBORN2,In what country {were you/was SP} born?,DEMO_E,Demographic Variables & Sample Weights,2,
DMDHRBR2,In what country {were you/was NON-SP Head} born?,DEMO_E,Demographic Variables & Sample Weights,2,
AIALANGA,Language of the MEC ACASI Interview Instrument,DEMO_G,Demographic Variables & Sample Weights,4,
DMDBORN4,In what country {were you/was SP} born?,DEMO_G,Demographic Variables & Sample Weights,4,
DMDHHSZA,Number of children aged 5 years or younger in the household,DEMO_G,Demographic Variables & Sample Weights,4,
DMDHHSZB,Number of children aged 6-17 years old in the household,DEMO_G,Demographic Variables & Sample Weights,4,
DMDHHSZE,Number of adults aged 60 years or older in the household,DEMO_G,Demographic Variables & Sample Weights,4,
DMQADFC,Did {you/SP} ever serve in a foreign country during a time of armed conflic,DEMO_G,Demographic Variables & Sample Weights,4,
DMQMILIZ,"{Have you/Has SP} ever served on active duty in the U.S. Armed Forces, mili",DEMO_G,Demographic Variables & Sample Weights,4,
RIDEXAGM,Age in months of the participant at the time of examination. Reported for p,DEMO_G,Demographic Variables & Sample Weights,4,
RIDRETH3,"Recode of reported race and Hispanic origin information, with Non-Hispanic ",DEMO_G,Demographic Variables & Sample Weights,4,
DMDHRBR4,HH reference person's country of birth,DEMO_G,Demographic Variables & Sample Weights,3,
RIDEXAGY,Age in years of the participant at the time of examination. Reported for pe,DEMO_G,Demographic Variables & Sample Weights,1,
DMDHRAGZ,HH reference person's age in years,DEMO_J,Demographic Variables and Sample Weights,1,
DMDHREDZ,HH reference person's education level,DEMO_J,Demographic Variables and Sample Weights,1,
DMDHRMAZ,HH reference person's marital status,DEMO_J,Demographic Variables and Sample Weights,1,
DMDHSEDZ,HH reference person's spouse's education level,DEMO_J,Demographic Variables and Sample Weights,1,
DIQ010,The next questions are about specific medical conditions. {Other than durin,DIQ,Diabetes,10,
DIQ050,{Is SP/Are you} now taking insulin,DIQ,Diabetes,10,
DIQ060U,UNIT OF MEASURE,DIQ,Diabetes,10,
DIQ080,Has a doctor ever told {you/SP} that diabetes has affected {your/his/her} e,DIQ,Diabetes,10,
DIQ070,{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood s,DIQ,Diabetes,8,
DIQ090,{Have you/Has SP} ever had an ulcer or sore on {your/his/her} leg or foot t,DIQ,Diabetes,3,
DIQ100,"During the past 3 months, {have you/has SP} had numbness or loss of feeling",DIQ,Diabetes,3,
DIQ110,"Has the numbness or loss of feeling been in {your/SP's} hands, feet, or bot",DIQ,Diabetes,3,
DIQ120,"During the past 3 months, {have you/has SP} had a painful sensation or ting",DIQ,Diabetes,3,
DIQ130,"Has the painful sensation or tingling been in {your/his/her} hands, feet, o",DIQ,Diabetes,3,
DIQ140,{Do you/Does SP} ever get pain in either leg while {you are/s/he is} walkin,DIQ,Diabetes,3,
DIQ150,Does this pain include pain in {your/SP's} calf or calves?,DIQ,Diabetes,3,
DIQ040G,How old {was SP/were you} when a doctor or other health professional first ,DIQ,Diabetes,1,
DIQ040Q,How old {was SP/were you} when a doctor or other health professional first ,DIQ,Diabetes,1,
DIQ060G,For how long {have you/has SP} been taking insulin?,DIQ,Diabetes,1,
DIQ060Q,For how long {have you/has SP} been taking insulin?,DIQ,Diabetes,1,
DID040G,How old {was SP/were you} when a doctor or other health professional first ,DIQ_B,Diabetes,2,
DID040Q,How old {was SP/were you} when a doctor or other health professional first ,DIQ_B,Diabetes,2,
DID060G,For how long {have you/has SP} been taking insulin?,DIQ_B,Diabetes,2,
DID060Q,For how long {have you/has SP} been taking insulin?,DIQ_B,Diabetes,2,
DID040,How old {was SP/were you} when a doctor or other health professional first ,DIQ_D,Diabetes,7,
DID060,For how long {have you/has SP} been taking insulin?,DIQ_D,Diabetes,7,
DID250,How many times {have you/has SP} seen this doctor or other health professio,DIQ_D,Diabetes,7,
DID260,How often {do you check your/does SP check his/her} blood for glucose or su,DIQ_D,Diabetes,7,
DID350,How often {do you check your feet/does SP check (his/her) feet} for sores o,DIQ_D,Diabetes,7,
DIQ160,{Have you/Has SP} ever been told by a doctor or other health professional t,DIQ_D,Diabetes,7,
DIQ170,{Have you/Has SP} ever been told by a doctor or other health professional t,DIQ_D,Diabetes,7,
DIQ180,{Have you/Has SP} had a blood test for high blood sugar or diabetes within ,DIQ_D,Diabetes,7,
DIQ230,When was the last time {you/SP} saw a diabetes nurse educator or dietitian ,DIQ_D,Diabetes,7,
DIQ240,Is there one doctor or other health professional {you usually see/SP usuall,DIQ_D,Diabetes,7,
DIQ260U,How often {do you check your/does SP check his/her} blood for glucose or su,DIQ_D,Diabetes,7,
DIQ350U,How often {do you check your feet/does SP check (his/her) feet} for sores o,DIQ_D,Diabetes,7,
DIQ360,When was the last time {you/SP} had an eye exam in which the pupils were di,DIQ_D,Diabetes,7,
DID310D,What does {your/SP's} doctor or other health professional say {your/his/her,DIQ_D,Diabetes,6,
DID310S,What does {your/SP's} doctor or other health professional say {your/his/her,DIQ_D,Diabetes,6,
DID320,One part of total serum cholesterol in {your/SP's} blood is a bad cholester,DIQ_D,Diabetes,6,
DID330,What does {your/SP's} doctor or other health professional say {your/his/her,DIQ_D,Diabetes,6,
DIQ280,"What was {your/SP's} last ""A one C"" level?",DIQ_D,Diabetes,6,
DIQ300D,Blood pressure is usually given as one number over another.  What was {your,DIQ_D,Diabetes,6,
DIQ300S,Blood pressure is usually given as one number over another.  What was {your,DIQ_D,Diabetes,6,
DID070,{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood s,DIQ_D,Diabetes,2,
DID270,"Glycosylated (GLY-CO-SYL-AT-ED) hemoglobin or the ""A one C"" test measures t",DIQ_D,Diabetes,2,
DID340,"During the past 12 months, about how many times has a doctor or other healt",DIQ_D,Diabetes,2,
DIQ190A,"To lower {your/his/her} risk for certain diseases, during the past 12 month",DIQ_D,Diabetes,2,
DIQ190B,"To lower {your/his/her} risk for certain diseases, during the past 12 month",DIQ_D,Diabetes,2,
DIQ190C,"To lower {your/his/her} risk for certain diseases, during the past 12 month",DIQ_D,Diabetes,2,
DIQ200A,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now do",DIQ_D,Diabetes,2,
DIQ200B,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now do",DIQ_D,Diabetes,2,
DIQ200C,"To lower {your/his/her} risk for certain diseases, {are you/is s/he} now do",DIQ_D,Diabetes,2,
DIQ220,Was {your/his/her} diabetes diagnosed...,DIQ_D,Diabetes,2,
DIQ290,What does {your/SP's} doctor or other health professional say {your/his/her,DIQ_D,Diabetes,2,
DID341,"During the past 12 months, about how many times has a doctor or other healt",DIQ_F,Diabetes,5,
DIQ172,{Do you/Does SP} feel {you/he/she} could be at risk for diabetes or prediab,DIQ_G,Diabetes,4,
DIQ175A,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175B,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175C,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175D,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175E,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175F,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175G,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175H,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175I,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175J,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175K,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175L,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175M,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175N,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175O,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175P,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175Q,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175R,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175S,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175T,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175U,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175V,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ175W,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_G,Diabetes,4,
DIQ275,"Glycosylated (GLY-CO-SYL-AT-ED) hemoglobin or the ""A one C"" test measures y",DIQ_G,Diabetes,4,
DIQ291,What does {your/SP's} doctor or other health professional say {your/his/her,DIQ_G,Diabetes,4,
DIQ175X,Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or p,DIQ_H,Diabetes,3,
WTDRD1,Dietary day one sample weight,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",30,
DRDINT,Indicates whether the sample person has intake data for one or two days.,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",28,
WTDR2D,Dietary two-day sample weight,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",28,
DRABF,Indicates whether the sample person was an infant who was breast-fed on eit,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",16,
DR1DAY,Intake day of the week,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",14,
DR1DRSTZ,Dietary recall status,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",14,
DR1EXMER,Interviewer ID code,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",14,
DR1LANG,The SP/Proxy spoke mostly:,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",14,
DR1HELPD,Who helped in responding for this interview,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DR1MNRSP,Who was the main respondent for this interview?,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350A,Clams eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350B,Crabs eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350C,Crayfish eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350D,Lobsters eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350E,Mussels eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350F,Oysters eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350G,Scallops eaten during the past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350H,Shrimp eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350I,"Other shellfish ( ex. octopus, squid) eaten during past 30 days",DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350J,Other unknown shellfish eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD350K,Refused to give detailed information on shellfish eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370A,Breaded fish products eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370B,Tuna eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370C,Bass eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370D,Catfish eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370E,Cod eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370F,Flatfish eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370G,Haddock eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370H,Mackerel eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370I,Perch eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370J,Pike eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370K,Pollock eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370L,Porgy eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370M,Salmon eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370N,Sardines eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
DRD370O,Sea bass eaten during past 30 days,DR1TOT_C,"Dietary Interview - Total Nutrient Intakes, First Day",10,
