sig_levels,estimate,evarname,pvarname,evardesc,pvardesc
Bonf.<0.05,0.08603636001564861,LBXRPL,LBXMC,Retinyl palmitate(ug/dL),Mean cell hemoglobin concentration (g/dL)
Bonf.<0.05,-0.16959667345937038,LBXBPB,BMXWAIST,Lead (ug/dL),Waist Circumference (cm)
Bonf.<0.05,-0.08811912498373434,LBXPFUA,DXDLAPF,Perfluoroundecanoic acid,Left Arm Percent Fat
Bonf.<0.05,-0.06803156967380487,URXEPB,LBXGLU,Ethyl paraben  (ng/ml),Fasting Glucose (mg/dL)
Bonf.<0.05,0.07707849656374098,DS1DSCNT,LBDHDD,Number of dietary supplements reported,Direct HDL-Cholesterol (mg/dL)
Bonf.<0.05,-0.11425004707484958,LBXPFUA,DXXGYTOM,Perfluoroundecanoic acid,Gynoid total mass
Bonf.<0.05,-0.053212898000146114,DR1TVK,LBDNENO,Vitamin K (mcg),Segmented neutrophils num (1000 cell/uL)
Bonf.<0.05,-0.013321103356724217,LBXVTHF,LBXSPH,Blood Tetrahydrofuran (ng/mL),Phosphorus (mg/dL)
Bonf.<0.05,-0.09825034490042021,LBXBCD,DXXLLFAT,Cadmium (ug/L),Left Leg Fat (grams)
Bonf.<0.05,-0.07412351644887127,URXUTL,LBDMONO,"Thallium, urine (ng/mL)",Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.0742519316947858,DR2TPOTA,LBDNENO,Potassium (mg),Segmented neutrophils num (1000 cell/uL)
Bonf.<0.05,-0.04485516959533178,LBXVIDMS,LBXSTR,25-hydroxyvitamin D2 + D3,Triglycerides (mg/dL)
Bonf.<0.05,-0.11452843764851431,LBXBEC,DXXGPFAT,trans-b-carotene(ug/dL),Gynoid percent fat
Bonf.<0.05,-0.1009222881729862,URXPMM,DXDSTTOT,N-acetyl-s-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),Subtotal (Total excl Head) (g)
Bonf.<0.05,-0.11651181855398152,URXAMC,LBXSTP,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),Total protein (g/dL)
Bonf.<0.05,-1.1437334706121998,LBDHCV,LBXSGTSI,Hepatitis C antibody (confirmed),Gamma glutamyl transferase (U/L)
Bonf.<0.05,0.10459159424106722,URXMHH,LBXGLU,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),Fasting Glucose (mg/dL)
Bonf.<0.05,-0.13390501234849195,URXUCD,DXXTRLI,"Cadmium, urine (ng/mL).",Trunk Lean incl Bone Mineral Content (grams)
Bonf.<0.05,-0.07351045329932075,URXMC1,BMXARML,Mono-(3-carboxypropyl) phthalate (ng/mL),Upper Arm Length (cm)
Bonf.<0.05,-0.1021677948174998,URXMB3,DXDLATOT,N-acetyl-s-(4-hydroxy-2-butenyl)-L-cysteine (ng/mL),Left Arm Total (grams)
Bonf.<0.05,0.14516547217300171,DR2TIRON,LBDFOT,Iron (mg),Serum total folate (ng/mL)
Bonf.<0.05,0.009781662445970516,LBXVDEE,DXXLSA,Blood Diethyl Ether (ng/mL),Lumbar Spine Area (cm^2)
Bonf.<0.05,0.08997281463938903,DR2TMOIS,DXXPEA,Moisture (gm),Pelvis Area (cm^2)
Bonf.<0.05,-0.1814659845513355,LBDVIDMS,BMXWT,Vitamin D (nmol/L),Weight (kg)
Bonf.<0.05,0.1442375897960071,DR1TMAGN,LBXFOL,Magnesium (mg),"Folate, serum (ng/mL)"
Bonf.<0.05,-0.10455181267781255,URXCYM,DXXAPFAT,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),Android percent fat
Bonf.<0.05,-0.08002224613926104,URXP01,BMXWT,1-napthol (ng/L),Weight (kg)
Bonf.<0.05,-0.1807629361006329,URXMOH,LBXSIR,Mono-(2-ethyl-5-oxohexl) phthalate (ng/mL),"Iron, refigerated (ug/dL)"
Bonf.<0.05,-0.14366864794344267,URXATC,BMXHT,2-aminothiazoline-4-carboxylic acid(ng/mL),Standing Height (cm)
Bonf.<0.05,-0.17223891859892929,URXUCD,SPXNFEV1,"Cadmium, urine (ng/mL).","Baseline 1st Test Spirometry, Forced Expiratory Volume in the first 1.0 sec"
Bonf.<0.05,0.09072323817959396,DR1TMOIS,DXDTRBMC,Moisture (gm),Trunk Bone Mineral Content (grams)
Bonf.<0.05,-0.12581284078127594,LBXPFDE,DXDSTFAT,Pefluorodecanoic acid,Subtotal Fat (g)
Bonf.<0.05,-0.11343412096254298,LBXPLP,BPXPLS,Pyridoxal 5'-phosphate (nmol/L),60 sec. pulse (30 sec. pulse * 2):
Bonf.<0.05,0.06137006324491969,LBXCOT,LBXTST,Cotinine (ng/mL),Testosterone total (ng/dL)
Bonf.<0.05,0.1768902015843128,LBXOTT,LBXWBCSI,"Trans,trans-9,12-Octadecadienoic acid (umol/L)",White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.059221867634544616,LBXPLP,LBXSUA,Pyridoxal 5'-phosphate (nmol/L),Uric acid (mg/dL)
Bonf.<0.05,0.0973160626288085,DR2TCALC,LBDFOT,Calcium (mg),Serum total folate (ng/mL)
Bonf.<0.05,-0.01007591483326363,LBXVTC,DXXTRFAT,Blood Trichloroethene Result (ng/mL),Trunk Fat (grams)
Bonf.<0.05,-0.09309517863150919,LBXB12,DXXANTOM,Vitamin B12 ( pg/mL),Android total mass
Bonf.<0.05,0.049720558212558275,URXMZP,URXUMA,Mono-benzyl phthalate (ng/mL),"Albumin, urine (ug/mL)"
Bonf.<0.05,-0.08452760237613899,URXPHE,DXDLLLE,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Left Leg Lean excl Bone Mineral Content (grams)
Bonf.<0.05,-0.11065482602365824,LBXLUZ,BMXSUB,Combined Lutein/zeaxanthin(ug/dL),Subscapular Skinfold (mm)
Bonf.<0.05,-0.06442604110721928,LBXCBC,LBXRDW,cis-b-carotene(ug/dL),Red cell distribution width (%)
Bonf.<0.05,-0.22137602267051978,LBX170,BMXCALF,PCB170 (ng/g),Maximal Calf Circumference (cm)
Bonf.<0.05,-0.1457274844810313,LBXVE3MS,BMXTRI,epi-25-hydroxyvitamin D3 (nmol/L),Triceps Skinfold (mm)
Bonf.<0.05,-0.06864182745524158,URXSCN,LBXSGB,Urinary thiocyanate (ng/mL),Globulin (g/dL)
Bonf.<0.05,-0.10041866963397443,LBXVBZ,DXXAPFAT,Blood Benzene Result (ng/mL),Android percent fat
Bonf.<0.05,0.053944801257274626,DR1TALCO,MSYSTOLIC,Alcohol (gm),Systolic Mean
Bonf.<0.05,-0.14730909969103595,LBXVD3MS,BMXSUB,25-hydroxyvitamin D3(nmol/L),Subscapular Skinfold (mm)
Bonf.<0.05,0.16902838749533416,LBXF07,LBXRBCSI,"2,3,4,6,7,8-Hexchlorodibenzofuran (hxcdf) (fg/g)",Red blood cell count (million cells/uL)
Bonf.<0.05,-0.19942759518440858,LBXVD3MS,DXXSATM,25-hydroxyvitamin D3(nmol/L),Subcutaneous fat mass
Bonf.<0.05,0.14899906612686262,DR1TFIBE,LBDFOT,Dietary fiber (gm),Serum total folate (ng/mL)
Bonf.<0.05,-0.05067803934846461,LBXCOT,DXXGYTOM,Cotinine (ng/mL),Gynoid total mass
Bonf.<0.05,-0.08595649259213431,URXUDMA,DXDSTA,Urinary Dimethylarsinic acid (ug/L),Subtotal Area (cm^2)
Bonf.<0.05,0.3152455230835038,LBXHPE,BMXBMI,Heptachlor Epoxide (ng/g),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.051686153031054026,DR1TIRON,LBXSGTSI,Iron (mg),Gamma glutamyl transferase (U/L)
Bonf.<0.05,-0.08126329908550717,URXPPB,BMXARMC,Propyl paraben (ng/ml),Arm Circumference (cm)
Bonf.<0.05,0.07227420461693604,DR2TMOIS,DXXLAA,Moisture (gm),Left Arm Area (cm^2)
Bonf.<0.05,0.08419638848457361,URXNAL,LBDBANO,"NNAL , urine (ng/mL)",Basophils number (1000 cells/uL)
Bonf.<0.05,0.08876573959229887,DR2TMOIS,DXDLATOT,Moisture (gm),Left Arm Total (grams)
Bonf.<0.05,-0.056937154963370644,URXUAS,BMXBMI,Urinary total Arsenic (ug/L),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.03852532202315062,LBXVMC,DXXL1A,Blood Methylene Chloride Result,L1 area
Bonf.<0.05,-0.10661011512362545,LBXBGM,DXDSTFAT,"Mercury, methyl (ug/L)",Subtotal Fat (g)
Bonf.<0.05,-0.09490758573793015,URXMBP,LBXSAL,Mono-n-butyl phthalate (ng/mL),Albumin (g/dL)
Bonf.<0.05,0.12906289462164794,URXCOTT,LBDMONO,"Total Cotinine, urine (ng/mL)",Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.056284346645306085,LBXVE3MS,URXUCR,epi-25-hydroxyvitamin D3 (nmol/L),"Creatinine, urine (mg/dL)"
Bonf.<0.05,-0.14639054698138784,LBXALC,BMXTHICR,a-carotene(ug/dL),Thigh Circumference (cm)
Bonf.<0.05,-0.050727035152262276,DR1TNUMF,DXDSTBMC,Total number of foods reported in the individual foods file,Subtotal Bone Mineral Content (grams)
Bonf.<0.05,-0.11487289186574604,DR1TMAGN,DXXTATV,Magnesium (mg),Total abdominal fat volume
Bonf.<0.05,-0.056334192927585985,LBXHCT,DXXGPFAT,"Hydroxycotinine, Serum (ng/mL)",Gynoid percent fat
Bonf.<0.05,0.15433118017935432,LBXHA,DXDTRTOT,Hepatitis A Antibody (Anti-HAV),Trunk Total (grams)
Bonf.<0.05,-0.0856233393174532,DR1TNUMF,DXDTOTOT,Total number of foods reported in the individual foods file,Total Lean+Fat (g)
Bonf.<0.05,-0.28825253912362847,SMQ_current_ever_never,LBXRBF,"Smoking: current, ever, never","Folate, RBC (ng/mL RBC)"
Bonf.<0.05,-0.07436363067192021,LBXBGM,DXDLAPF,"Mercury, methyl (ug/L)",Left Arm Percent Fat
Bonf.<0.05,0.17939244387771783,DR1TSELE,LBXSBU,Selenium (mcg),Blood urea nitrogen (mg/dL)
Bonf.<0.05,-0.1614422046122397,LBXBEC,LBXSUA,trans-b-carotene(ug/dL),Uric acid (mg/dL)
Bonf.<0.05,-0.19765086995884326,LBXVIDMS,DXXAPFAT,25-hydroxyvitamin D2 + D3,Android percent fat
Bonf.<0.05,0.05846090053586088,LBXRST,LBXLYPCT,Retinyl stearate(ug/dL),Lymphocyte percent (%)
Bonf.<0.05,0.21478462454047295,DSQTFA,LBDRFO,Folic acid (mcg),RBC folate (ng/mL)
Bonf.<0.05,0.9903462292688741,LBXHE1,DXAFMRK,Herpes Simplex Virus I,Calculated K for femur
Bonf.<0.05,-0.17715729489324888,LBXVIDMS,BMXWAIST,25-hydroxyvitamin D2 + D3,Waist Circumference (cm)
Bonf.<0.05,0.12717272269425114,LBXVD3MS,DXASPND0,25-hydroxyvitamin D3(nmol/L),Calculated D0 for spine
Bonf.<0.05,0.07792319662886353,DSQTVK,LBDFOT,Vitamin K (mcg),Serum total folate (ng/mL)
Bonf.<0.05,-0.08342761634741021,LBXBGM,LBXSF6SI,"Mercury, methyl (ug/L)",Mefox oxidation product (nmol/L)
Bonf.<0.05,-0.07593412977790454,URXP03,LBXSCR,3-fluorene (ng/L),Creatinine (mg/dL)
Bonf.<0.05,-0.07689883397817256,URXHEM,DXXLLBMC,N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL),Left Leg Bone Mineral Content (grams)
Bonf.<0.05,-0.2809645334648095,LBXHXC,BMXBMI,"3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) (fg/g)",Body Mass Index (kg/m**2)
Bonf.<0.05,0.12079505832957163,URXUMO,LBXSOSSI,"Molybdenum, urine (ng/mL)",Osmolality (mmol/Kg)
Bonf.<0.05,-0.13288949421767027,LBDVICSI,BMXBMI,Vitamin C (umol/L),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.10302378647726201,URXUPB,DXXL2A,"Lead, urine (ng/mL)",L2 area
Bonf.<0.05,-0.10250107594512722,LBXVBZ,DXXINBMD,Blood Benzene Result (ng/mL),Intertrochanter bone mineral density (gm/cm^2)
Bonf.<0.05,-0.0744779710064771,URXECP,LBXTST,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),Testosterone total (ng/dL)
Bonf.<0.05,0.15762477476831876,LBXHA,DXDSTFAT,Hepatitis A Antibody (Anti-HAV),Subtotal Fat (g)
Bonf.<0.05,-0.03845351397653717,DR2TATOC,BMXARML,Vitamin E as alpha-tocopherol (mg),Upper Arm Length (cm)
Bonf.<0.05,0.07958832067279252,LBXGLY,LBDMONO,Glycideamide (pmol/g Hb),Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.050641012626246894,LBXBPB,LBXNEPCT,Lead (ug/dL),Segmented neutrophils percent (%)
Bonf.<0.05,-0.12610927779874526,URXP03,DXDLLLE,3-fluorene (ng/L),Left Leg Lean excl Bone Mineral Content (grams)
Bonf.<0.05,-0.05683422364436091,DR1TNUMF,DXDTRBMC,Total number of foods reported in the individual foods file,Trunk Bone Mineral Content (grams)
Bonf.<0.05,0.15110828085583497,LBXPLP,DXXL4TBS,Pyridoxal 5'-phosphate (nmol/L),L4 TBS
Bonf.<0.05,1.1236846373475657,ORXHPV,DXXAGST,Oral HPV Result,Android/gynoid region status
Bonf.<0.05,-0.07905450859741317,URX2MH,BMXARMC,2-methylhippuric acid (ng/mL),Arm Circumference (cm)
Bonf.<0.05,-0.04132654599962276,LBXVMC,DXXOSA,Blood Methylene Chloride Result,Total spine area
Bonf.<0.05,-0.05584081213639364,DR1TMAGN,LBXRDW,Magnesium (mg),Red cell distribution width (%)
Bonf.<0.05,-0.10254445095574712,LBXBCD,DXXSATM,Cadmium (ug/L),Subcutaneous fat mass
Bonf.<0.05,-0.06142281362913089,LBXBEC,LBDBANO,trans-b-carotene(ug/dL),Basophils number (1000 cells/uL)
Bonf.<0.05,-0.11348968666186666,LBXBCD,DXDRATOT,Cadmium (ug/L),Right Arm Total (grams)
Bonf.<0.05,-0.1395007219048684,LBXPFUA,DXDTOTOT,Perfluoroundecanoic acid,Total Lean+Fat (g)
Bonf.<0.05,-0.15298947059035922,LBX156,BMXARMC,PCB156 (ng/g),Arm Circumference (cm)
Bonf.<0.05,0.11069886396075958,LBXCRY,LBXSC3SI,b-cryptoxanthin(ug/dL),Bicarbonate (mmol/L)
Bonf.<0.05,-0.052792351647455875,DR2TTHEO,DXXNKBMD,Theobromine (mg),Femoral neck bone mineral density (gm/cm^2)
Bonf.<0.05,0.06250589531764172,LBXVIDMS,LBXMCVSI,25-hydroxyvitamin D2 + D3,Mean cell volume (fL)
Bonf.<0.05,-0.015681914442143105,LBXVMC,DXXINBMC,Blood Methylene Chloride Result,Intertrochanter bone mineral content (gm)
Bonf.<0.05,-0.049589213795861314,DR1TMAGN,LBXSGTSI,Magnesium (mg),Gamma glutamyl transferase (U/L)
Bonf.<0.05,0.05747579945246308,URXP02,LBXHGB,2-napthol(ng/L),Hemoglobin (g/dL)
Bonf.<0.05,-0.04605218449085364,LBXVE3MS,LBXGH,epi-25-hydroxyvitamin D3 (nmol/L),Glycohemoglobin (%)
Bonf.<0.05,0.09735937594431827,DR1TPOTA,LBXSAL,Potassium (mg),Albumin (g/dL)
Bonf.<0.05,-0.09656530998972991,URXMHH,DXXLSA,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL),Lumbar Spine Area (cm^2)
Bonf.<0.05,-0.08431482078222652,URXNAL,LBXSTB,"NNAL , urine (ng/mL)",Total bilirubin (mg/dL)
Bonf.<0.05,-0.1360425411171262,LBXVIDMS,DXXAGRAT,25-hydroxyvitamin D2 + D3,Android to gynoid ratio
Bonf.<0.05,0.07305746151631287,URXP17,LBXSGTSI,9-fluorene (ng/L),Gamma glutamyl transferase (U/L)
Bonf.<0.05,0.11081315499445359,DR1TALCO,LBXSGTSI,Alcohol (gm),Gamma glutamyl transferase (U/L)
Bonf.<0.05,-0.08859913197590191,LBXVD3MS,LBXSGL,25-hydroxyvitamin D3(nmol/L),"Glucose, serum (mg/dL)"
Bonf.<0.05,-0.09044910035098051,LBXACR,DXXGYLM,Acrylamide (pmol/g Hb),Gynoid lean mass
Bonf.<0.05,-0.05154094660916325,DR1TNUMF,DXXRAA,Total number of foods reported in the individual foods file,Right Arm Area (cm^2)
Bonf.<0.05,0.008288827881927339,LBXVTHF,DXXSATA,Blood Tetrahydrofuran (ng/mL),Subcutaneous fat area
Bonf.<0.05,-0.06646977511222384,DR2TVC,DXXVFATM,Vitamin C (mg),Visceral adipose tissue mass
Bonf.<0.05,-0.12166743822408356,URXMOH,LBXSTP,Mono-(2-ethyl-5-oxohexl) phthalate (ng/mL),Total protein (g/dL)
Bonf.<0.05,-0.07467441802204731,DR2TSUGR,LBXSBU,Total sugars (gm),Blood urea nitrogen (mg/dL)
Bonf.<0.05,-0.12087583398582688,URXUPB,DXDTRLE,"Lead, urine (ng/mL)",Trunk Lean excl Bone Mineral Content (grams)
Bonf.<0.05,0.08922244509656542,DR2TMOIS,DXDTRA,Moisture (gm),Trunk Bone area (cm^2)
Bonf.<0.05,-0.05146017240816781,URXOPM,BMXARML,3-phenoxybenzoic (ug/L) acid result,Upper Arm Length (cm)
Bonf.<0.05,-0.11983967244282821,LBX2DF,BMXBMI,"Blood 2,5 Dimethylfuran result",Body Mass Index (kg/m**2)
Bonf.<0.05,0.1791200732331741,URXMB2,LBXWBCSI,N-acetyl-s-(2-hydroxy-3-butenyl)-L-cysteine (ng/mL),White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.1469119300022743,URXATC,DXDSTBMC,2-aminothiazoline-4-carboxylic acid(ng/mL),Subtotal Bone Mineral Content (grams)
Bonf.<0.05,-0.125201551911955,LBXBPB,DXXAPFAT,Lead (ug/dL),Android percent fat
Bonf.<0.05,-0.033779052618230526,DR1TS080,LBXMCVSI,SFA 8:0 (Octanoic) (gm),Mean cell volume (fL)
Bonf.<0.05,-0.11164783002996496,URXMBP,DXXLSBMC,Mono-n-butyl phthalate (ng/mL),Lumbar Spine Bone Mineral Content (grams)
Bonf.<0.05,0.09757611277658226,SMQ_current_ever_never,LBXMC,"Smoking: current, ever, never",Mean cell hemoglobin concentration (g/dL)
Bonf.<0.05,0.09885733472354756,LBX4PA,LBXSPH,4-pyridoxic acid (nmol/L),Phosphorus (mg/dL)
Bonf.<0.05,-0.12191719937195555,LBXACR,DXXGYTOM,Acrylamide (pmol/g Hb),Gynoid total mass
Bonf.<0.05,0.01097890900284768,LBXVTHF,DXDRLTOT,Blood Tetrahydrofuran (ng/mL),Right Leg Total (grams)
Bonf.<0.05,0.06958558273363195,DR1TSODI,LBXGH,Sodium (mg) (adjusted for salt use in food preparation),Glycohemoglobin (%)
Bonf.<0.05,-0.09709109639245724,LBX2DF,LBXSF1SI,"Blood 2,5 Dimethylfuran result",5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,0.0513781053561275,DR2TVARA,LBXSBU,Vitamin A as retinol activity equivalents (mcg),Blood urea nitrogen (mg/dL)
Bonf.<0.05,0.13181102145275814,URXUPB,DXAFMRD0,"Lead, urine (ng/mL)",Calculated DO for femur
Bonf.<0.05,-0.09249910441610278,DR1TSODI,URXUCR,Sodium (mg) (adjusted for salt use in food preparation),"Creatinine, urine (mg/dL)"
Bonf.<0.05,-0.07282756958090168,DR2TNUMF,DXDSTA,Total number of foods reported in the individual foods file,Subtotal Area (cm^2)
Bonf.<0.05,-0.1478254384057196,LBXBMN,LBXSIR,Blood manganese (ug/L),"Iron, refigerated (ug/dL)"
Bonf.<0.05,-0.05121187471147311,LBXVIDMS,LBXSCLSI,25-hydroxyvitamin D2 + D3,Chloride (mmol/L)
Bonf.<0.05,-0.19073766480807677,LBXVIDMS,DXXSATM,25-hydroxyvitamin D2 + D3,Subcutaneous fat mass
Bonf.<0.05,-0.028278001784231253,DR1TFA,LBXHGB,Folic acid (mcg),Hemoglobin (g/dL)
Bonf.<0.05,-0.15288087634111627,URXUCD,DXDRATOT,"Cadmium, urine (ng/mL).",Right Arm Total (grams)
Bonf.<0.05,-0.1907967431660444,LBXVD3MS,DXDTRPF,25-hydroxyvitamin D3(nmol/L),Trunk Percent Fat
Bonf.<0.05,0.06876631083839119,LBXBMN,DXDSTTOT,Blood manganese (ug/L),Subtotal (Total excl Head) (g)
Bonf.<0.05,-0.07051918454815209,LBXALC,LBXPLTSI,a-carotene(ug/dL),Platelet count SI (1000 cells/uL)
Bonf.<0.05,0.10984313346577868,URXSCN,LBXHGB,Urinary thiocyanate (ng/mL),Hemoglobin (g/dL)
Bonf.<0.05,-0.010126545471117214,LBXVTC,DXDSTLI,Blood Trichloroethene Result (ng/mL),Subtotal Lean incl BMC (g)
Bonf.<0.05,0.7358512230022217,LBXOTT,LBXSTR,"Trans,trans-9,12-Octadecadienoic acid (umol/L)",Triglycerides (mg/dL)
Bonf.<0.05,-0.05420552565725944,LBXVIC,LBXSGL,Vitamin C (mg/dL),"Glucose, serum (mg/dL)"
Bonf.<0.05,-0.0809638230130142,URXPHE,DXXRLLI,N-acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine(ng/mL),Right Leg Lean incl Bone Mineral Content (grams)
Bonf.<0.05,-0.08356021840406602,LBDVIDMS,LBXGH,Vitamin D (nmol/L),Glycohemoglobin (%)
Bonf.<0.05,-0.0930926043548264,URXHEM,DXXTSBMC,N-acetyl-S- (2-Hydroxyethyl)-L-cysteine(ng/mL),Thoracic Spine Bone Mineral Content (grams)
Bonf.<0.05,-0.09048835995384413,URXMHP,LBXSTB,Mono-(2-ethyl)-hexyl phthalate (ng/mL),Total bilirubin (mg/dL)
Bonf.<0.05,-0.04001844388078761,DR1TFF,BMXWT,Food folate (mcg),Weight (kg)
Bonf.<0.05,0.0776487067296079,LBXB12,LBXSLDSI,Vitamin B12 ( pg/mL),Lactate dehydrogenase LDH (U/L)
Bonf.<0.05,0.013211235052219808,LBXVTHF,BMXWAIST,Blood Tetrahydrofuran (ng/mL),Waist Circumference (cm)
Bonf.<0.05,0.048041067581401656,DR1TNUMF,LBXSBU,Total number of foods reported in the individual foods file,Blood urea nitrogen (mg/dL)
Bonf.<0.05,-0.1025728444070466,URXMB3,LBXSTP,N-acetyl-s-(4-hydroxy-2-butenyl)-L-cysteine (ng/mL),Total protein (g/dL)
Bonf.<0.05,0.22367580237463816,LBDVICSI,LBXRBF,Vitamin C (umol/L),"Folate, RBC (ng/mL RBC)"
Bonf.<0.05,0.060757239611456626,DR1TMOIS,DXXOSBMD,Moisture (gm),Total spine BMD
Bonf.<0.05,-0.0907045740725868,LBXBEC,LBXFER,trans-b-carotene(ug/dL),Ferritin(ng/mL)
Bonf.<0.05,0.011542763442651663,LBXVTHF,DXXRLFAT,Blood Tetrahydrofuran (ng/mL),Right Leg Fat (grams)
Bonf.<0.05,-0.05970759688058705,URXOP4,LBXHGB,Diethylthiophosphate (ug/L),Hemoglobin (g/dL)
Bonf.<0.05,-0.06371557970613792,DR1TNUMF,DXDTRA,Total number of foods reported in the individual foods file,Trunk Bone area (cm^2)
Bonf.<0.05,-0.09789281062235793,LBXBCD,DXDLLLE,Cadmium (ug/L),Left Leg Lean excl Bone Mineral Content (grams)
Bonf.<0.05,-0.05746570994972607,URXUAS,BMXWAIST,Urinary total Arsenic (ug/L),Waist Circumference (cm)
Bonf.<0.05,-0.17523083842176954,LBXBPB,DXDTOFAT,Lead (ug/dL),Total Fat (g)
Bonf.<0.05,-0.061391522050574174,DR1TFDFE,LBXSUA,Folate as dietary folate equivalents (mcg),Uric acid (mg/dL)
Bonf.<0.05,-0.03367313528853633,LBXCOT,LBXSGB,Cotinine (ng/mL),Globulin (g/dL)
Bonf.<0.05,-0.05631082090548621,DR1TNUMF,DXDSTA,Total number of foods reported in the individual foods file,Subtotal Area (cm^2)
Bonf.<0.05,-0.06890483119433365,LBXBPB,DXXINBMC,Lead (ug/dL),Intertrochanter bone mineral content (gm)
Bonf.<0.05,-0.05113882050032366,DR1TATOA,DXXAPFAT,Added alpha-tocopherol (Vitamin E) (mg),Android percent fat
Bonf.<0.05,0.1085912521309134,LBXVEB,LBXWBCSI,Blood Ethylbenzene Result (ng/mL),White blood cell count (1000 cells/uL)
Bonf.<0.05,-0.05822656472192513,DR1TPOTA,LBXSNASI,Potassium (mg),Sodium (mmol/L)
Bonf.<0.05,-0.08609456748466775,LBXBCD,DXXRRBMC,Cadmium (ug/L),Right Ribs Bone Mineral Content (grams)
Bonf.<0.05,-0.03670244809017026,DR1TATOA,BMXWAIST,Added alpha-tocopherol (Vitamin E) (mg),Waist Circumference (cm)
Bonf.<0.05,0.042632135109170216,URXUTU,URXUMA,"Tungsten, urine (ng/mL)","Albumin, urine (ug/mL)"
Bonf.<0.05,0.057757899218503383,DR2TVB2,LBXSBU,Riboflavin (Vitamin B2) (mg),Blood urea nitrogen (mg/dL)
Bonf.<0.05,0.11572180239433884,LBXVIC,LBDHDD,Vitamin C (mg/dL),Direct HDL-Cholesterol (mg/dL)
Bonf.<0.05,0.06511833590190971,LBXALC,LBXSCA,a-carotene(ug/dL),Total calcium (mg/dL)
Bonf.<0.05,-0.07907980640623631,LBXBPB,DXXL3BMC,Lead (ug/dL),L3 Bone Mineral Composition
Bonf.<0.05,0.10140788502779621,URXCEM,LBDLYMNO,N-acetyl-S- (2-Carboxyethyl)-L-cysteine(ng/mL),Lymphocyte number (1000 cells/uL)
Bonf.<0.05,0.06375448769373068,DR2TMOIS,DXDHETOT,Moisture (gm),Head Total (grams)
Bonf.<0.05,-0.09038872859775389,DR1TPOTA,DXDTRPF,Potassium (mg),Trunk Percent Fat
Bonf.<0.05,0.0494092293736957,DR2TP204,BMXWAIST,PFA 20:4 (Eicosatetraenoic) (gm),Waist Circumference (cm)
Bonf.<0.05,0.09857419237778527,LBXHCT,LBXSNASI,"Hydroxycotinine, Serum (ng/mL)",Sodium (mmol/L)
Bonf.<0.05,0.07549156778084441,URXHPM,LBXMC,N-acetyl-S-(3-Hydroxypropyl)-L-cysteine(ng/mL),Mean cell hemoglobin concentration (g/dL)
Bonf.<0.05,-0.18147114487259483,SMQ_current_ever_never,DXXGYTOM,"Smoking: current, ever, never",Gynoid total mass
Bonf.<0.05,-0.07762937918207308,DR1TALCO,DXXLLFAT,Alcohol (gm),Left Leg Fat (grams)
Bonf.<0.05,0.06804769468617167,DR2TM161,BMXTRI,MFA 16:1 (Hexadecenoic) (gm),Triceps Skinfold (mm)
Bonf.<0.05,-0.06182129235895764,LBXPFUA,LBDNENO,Perfluoroundecanoic acid,Segmented neutrophils num (1000 cell/uL)
Bonf.<0.05,-0.08504713710143239,URXUDMA,BMXWT,Urinary Dimethylarsinic acid (ug/L),Weight (kg)
Bonf.<0.05,-0.10003141237609758,URXBUP,BMXBMI,Butyl paraben (ng/ml),Body Mass Index (kg/m**2)
Bonf.<0.05,-0.05281087521037283,DR2TFIBE,LBDMONO,Dietary fiber (gm),Monocyte number (1000 cells/uL)
Bonf.<0.05,-0.06708772827949495,LBXCRY,BMXARML,b-cryptoxanthin(ug/dL),Upper Arm Length (cm)
Bonf.<0.05,0.07786274101859554,URXMC1,LBXSOSSI,Mono-(3-carboxypropyl) phthalate (ng/mL),Osmolality (mmol/Kg)
Bonf.<0.05,0.11201170060973982,LBXB12,LBXSAL,Vitamin B12 ( pg/mL),Albumin (g/dL)
Bonf.<0.05,-0.07357825926906746,DR1TP204,LBXSF1SI,PFA 20:4 (Eicosatetraenoic) (gm),5-Methyl-tetrahydrofolate (nmol/L)
Bonf.<0.05,0.09423682881935452,URXECP,LBXSOSSI,mono-2-ethyl-5-carboxypentyl phthalate (ng/mL),Osmolality (mmol/Kg)
